name_lat,half_dec,pres
Amaranthus caudatus,1975,1
Amaranthus caudatus,1980,1
Amaranthus caudatus,1985,1
Amaranthus caudatus,1990,2
Amaranthus caudatus,1995,1
Amaranthus caudatus,2000,14
Amaranthus caudatus,2005,7
Amaranthus caudatus,2010,6
Amaranthus caudatus,2015,3
Amaranthus deflexus,1975,4
Amaranthus deflexus,1980,4
Amaranthus deflexus,1995,3
Amaranthus deflexus,2000,3
Amaranthus deflexus,2005,16
Amaranthus deflexus,2010,15
Amaranthus deflexus,2015,9
Amaranthus powellii,1960,10
Amaranthus powellii,1965,8
Amaranthus powellii,1970,15
Amaranthus powellii,1975,26
Amaranthus powellii,1980,43
Amaranthus powellii,1985,74
Amaranthus powellii,1990,90
Amaranthus powellii,1995,130
Amaranthus powellii,2000,226
Amaranthus powellii,2005,114
Amaranthus powellii,2010,77
Amaranthus powellii,2015,114
Amaranthus retroflexus,1960,31
Amaranthus retroflexus,1965,58
Amaranthus retroflexus,1970,65
Amaranthus retroflexus,1975,150
Amaranthus retroflexus,1980,201
Amaranthus retroflexus,1985,229
Amaranthus retroflexus,1990,203
Amaranthus retroflexus,1995,268
Amaranthus retroflexus,2000,529
Amaranthus retroflexus,2005,320
Amaranthus retroflexus,2010,248
Amaranthus retroflexus,2015,288
Ambrosia artemisiifolia,1960,8
Ambrosia artemisiifolia,1965,17
Ambrosia artemisiifolia,1970,16
Ambrosia artemisiifolia,1975,20
Ambrosia artemisiifolia,1980,49
Ambrosia artemisiifolia,1985,33
Ambrosia artemisiifolia,1990,23
Ambrosia artemisiifolia,1995,20
Ambrosia artemisiifolia,2000,23
Ambrosia artemisiifolia,2005,41
Ambrosia artemisiifolia,2010,59
Ambrosia artemisiifolia,2015,55
Amelanchier ovalis,1970,3
Amelanchier ovalis,1975,4
Amelanchier ovalis,1980,1
Amelanchier ovalis,1985,2
Amelanchier ovalis,1990,3
Amelanchier ovalis,2000,10
Amelanchier ovalis,2005,4
Amelanchier ovalis,2010,3
Amelanchier spicata,1960,2
Amelanchier spicata,1965,1
Amelanchier spicata,1970,3
Amelanchier spicata,1985,1
Amelanchier spicata,2000,9
Amelanchier spicata,2005,13
Amelanchier spicata,2010,11
Amelanchier spicata,2015,8
Amorpha fruticosa,1960,2
Amorpha fruticosa,1970,3
Amorpha fruticosa,1975,2
Amorpha fruticosa,1980,5
Amorpha fruticosa,1985,4
Amorpha fruticosa,1990,11
Amorpha fruticosa,1995,15
Amorpha fruticosa,2000,33
Amorpha fruticosa,2005,19
Amorpha fruticosa,2010,36
Amorpha fruticosa,2015,32
Anacamptis morio,1960,83
Anacamptis morio,1965,112
Anacamptis morio,1970,85
Anacamptis morio,1975,69
Anacamptis morio,1980,113
Anacamptis morio,1985,117
Anacamptis morio,1990,156
Anacamptis morio,1995,79
Anacamptis morio,2000,213
Anacamptis morio,2005,169
Anacamptis morio,2010,108
Anacamptis morio,2015,34
Anacamptis palustris,1960,11
Anacamptis palustris,1965,7
Anacamptis palustris,1970,5
Anacamptis palustris,1975,9
Anacamptis palustris,1980,18
Anacamptis palustris,1985,11
Anacamptis palustris,1990,3
Anacamptis palustris,2000,9
Anacamptis palustris,2005,21
Anacamptis palustris,2010,11
Anacamptis palustris,2015,2
Anacamptis pyramidalis,1960,15
Anacamptis pyramidalis,1965,24
Anacamptis pyramidalis,1970,22
Anacamptis pyramidalis,1975,17
Anacamptis pyramidalis,1980,21
Anacamptis pyramidalis,1985,22
Anacamptis pyramidalis,1990,23
Anacamptis pyramidalis,1995,19
Anacamptis pyramidalis,2000,46
Anacamptis pyramidalis,2005,25
Anacamptis pyramidalis,2010,23
Anacamptis pyramidalis,2015,1
Anagallis arvensis,1960,95
Anagallis arvensis,1965,161
Anagallis arvensis,1970,351
Anagallis arvensis,1975,351
Anagallis arvensis,1980,319
Anagallis arvensis,1985,349
Anagallis arvensis,1990,280
Anagallis arvensis,1995,358
Anagallis arvensis,2000,855
Anagallis arvensis,2005,520
Anagallis arvensis,2010,506
Anagallis arvensis,2015,278
Anagallis foemina,1960,15
Anagallis foemina,1965,26
Anagallis foemina,1970,17
Anagallis foemina,1975,35
Anagallis foemina,1980,19
Anagallis foemina,1985,30
Anagallis foemina,1990,57
Anagallis foemina,1995,84
Anagallis foemina,2000,106
Anagallis foemina,2005,112
Anagallis foemina,2010,58
Anagallis foemina,2015,25
Anaphalis margaritacea,1965,4
Anaphalis margaritacea,1975,3
Anaphalis margaritacea,1980,4
Anaphalis margaritacea,1985,11
Anaphalis margaritacea,1990,6
Anaphalis margaritacea,1995,8
Anaphalis margaritacea,2000,24
Anaphalis margaritacea,2005,12
Anaphalis margaritacea,2010,17
Anaphalis margaritacea,2015,6
Anchusa officinalis,1960,10
Anchusa officinalis,1965,23
Anchusa officinalis,1970,28
Anchusa officinalis,1975,43
Anchusa officinalis,1980,63
Anchusa officinalis,1985,29
Anchusa officinalis,1990,77
Anchusa officinalis,1995,39
Anchusa officinalis,2000,124
Anchusa officinalis,2005,83
Anchusa officinalis,2010,78
Anchusa officinalis,2015,83
Andromeda polifolia,1960,24
Andromeda polifolia,1965,26
Andromeda polifolia,1970,34
Andromeda polifolia,1975,35
Andromeda polifolia,1980,32
Andromeda polifolia,1985,18
Andromeda polifolia,1990,27
Andromeda polifolia,1995,60
Andromeda polifolia,2000,144
Andromeda polifolia,2005,95
Andromeda polifolia,2010,73
Andromeda polifolia,2015,16
Androsace elongata,1960,22
Androsace elongata,1965,16
Androsace elongata,1970,34
Androsace elongata,1975,47
Androsace elongata,1980,32
Androsace elongata,1985,31
Androsace elongata,1990,72
Androsace elongata,1995,37
Androsace elongata,2000,58
Androsace elongata,2005,52
Androsace elongata,2010,43
Androsace elongata,2015,24
Androsace septentrionalis,1960,1
Androsace septentrionalis,1965,12
Androsace septentrionalis,1970,14
Androsace septentrionalis,1975,2
Androsace septentrionalis,1980,4
Androsace septentrionalis,1985,1
Androsace septentrionalis,1990,1
Androsace septentrionalis,1995,3
Androsace septentrionalis,2000,3
Androsace septentrionalis,2005,1
Androsace septentrionalis,2010,1
Androsace septentrionalis,2015,2
Anemonastrum narcissiflorum,1960,4
Anemonastrum narcissiflorum,1965,9
Anemonastrum narcissiflorum,1970,12
Anemonastrum narcissiflorum,1975,7
Anemonastrum narcissiflorum,1980,10
Anemonastrum narcissiflorum,1985,11
Anemonastrum narcissiflorum,1990,10
Anemonastrum narcissiflorum,1995,6
Anemonastrum narcissiflorum,2000,14
Anemonastrum narcissiflorum,2005,14
Anemonastrum narcissiflorum,2010,16
Anemone nemorosa,1960,386
Anemone nemorosa,1965,541
Anemone nemorosa,1970,654
Anemone nemorosa,1975,643
Anemone nemorosa,1980,553
Anemone nemorosa,1985,613
Anemone nemorosa,1990,691
Anemone nemorosa,1995,787
Anemone nemorosa,2000,2305
Anemone nemorosa,2005,1293
Anemone nemorosa,2010,1482
Anemone nemorosa,2015,357
Anemone ranunculoides,1960,40
Anemone ranunculoides,1965,161
Anemone ranunculoides,1970,82
Anemone ranunculoides,1975,126
Anemone ranunculoides,1980,139
Anemone ranunculoides,1985,126
Anemone ranunculoides,1990,203
Anemone ranunculoides,1995,165
Anemone ranunculoides,2000,305
Anemone ranunculoides,2005,162
Anemone ranunculoides,2010,253
Anemone ranunculoides,2015,76
Anemone sylvestris,1960,33
Anemone sylvestris,1965,76
Anemone sylvestris,1970,52
Anemone sylvestris,1975,43
Anemone sylvestris,1980,77
Anemone sylvestris,1985,55
Anemone sylvestris,1990,86
Anemone sylvestris,1995,75
Anemone sylvestris,2000,266
Anemone sylvestris,2005,117
Anemone sylvestris,2010,130
Anemone sylvestris,2015,31
Angelica archangelica,1960,5
Angelica archangelica,1965,7
Angelica archangelica,1970,6
Angelica archangelica,1975,4
Angelica archangelica,1980,9
Angelica archangelica,1985,17
Angelica archangelica,1990,23
Angelica archangelica,1995,8
Angelica archangelica,2000,24
Angelica archangelica,2005,19
Angelica archangelica,2010,15
Angelica sylvestris,1960,288
Angelica sylvestris,1965,482
Angelica sylvestris,1970,713
Angelica sylvestris,1975,683
Angelica sylvestris,1980,644
Angelica sylvestris,1985,720
Angelica sylvestris,1990,784
Angelica sylvestris,1995,1012
Angelica sylvestris,2000,3393
Angelica sylvestris,2005,1562
Angelica sylvestris,2010,1580
Angelica sylvestris,2015,192
Antennaria dioica,1960,155
Antennaria dioica,1965,242
Antennaria dioica,1970,279
Antennaria dioica,1975,216
Antennaria dioica,1980,193
Antennaria dioica,1985,169
Antennaria dioica,1990,189
Antennaria dioica,1995,126
Antennaria dioica,2000,339
Antennaria dioica,2005,232
Antennaria dioica,2010,180
Antennaria dioica,2015,31
Anthemis arvensis,1960,83
Anthemis arvensis,1965,177
Anthemis arvensis,1970,311
Anthemis arvensis,1975,224
Anthemis arvensis,1980,211
Anthemis arvensis,1985,231
Anthemis arvensis,1990,167
Anthemis arvensis,1995,244
Anthemis arvensis,2000,387
Anthemis arvensis,2005,231
Anthemis arvensis,2010,192
Anthemis arvensis,2015,181
Anthemis austriaca,1960,21
Anthemis austriaca,1965,43
Anthemis austriaca,1970,84
Anthemis austriaca,1975,95
Anthemis austriaca,1980,48
Anthemis austriaca,1985,41
Anthemis austriaca,1990,55
Anthemis austriaca,1995,69
Anthemis austriaca,2000,65
Anthemis austriaca,2005,45
Anthemis austriaca,2010,58
Anthemis austriaca,2015,45
Anthemis cotula,1960,51
Anthemis cotula,1965,88
Anthemis cotula,1970,146
Anthemis cotula,1975,204
Anthemis cotula,1980,105
Anthemis cotula,1985,140
Anthemis cotula,1990,90
Anthemis cotula,1995,57
Anthemis cotula,2000,111
Anthemis cotula,2005,49
Anthemis cotula,2010,23
Anthemis cotula,2015,24
Anthemis ruthenica,1960,8
Anthemis ruthenica,1965,14
Anthemis ruthenica,1970,20
Anthemis ruthenica,1975,19
Anthemis ruthenica,1980,22
Anthemis ruthenica,1985,24
Anthemis ruthenica,1990,33
Anthemis ruthenica,1995,14
Anthemis ruthenica,2000,28
Anthemis ruthenica,2005,20
Anthemis ruthenica,2010,13
Anthemis ruthenica,2015,7
Anthemis tinctoria,1960,105
Anthemis tinctoria,1965,148
Anthemis tinctoria,1970,207
Anthemis tinctoria,1975,223
Anthemis tinctoria,1980,144
Anthemis tinctoria,1985,89
Anthemis tinctoria,1990,129
Anthemis tinctoria,1995,109
Anthemis tinctoria,2000,283
Anthemis tinctoria,2005,130
Anthemis tinctoria,2010,178
Anthemis tinctoria,2015,81
Anthericum liliago,1960,29
Anthericum liliago,1965,65
Anthericum liliago,1970,133
Anthericum liliago,1975,113
Anthericum liliago,1980,94
Anthericum liliago,1985,54
Anthericum liliago,1990,90
Anthericum liliago,1995,63
Anthericum liliago,2000,214
Anthericum liliago,2005,126
Anthericum liliago,2010,119
Anthericum liliago,2015,33
Anthericum ramosum,1960,120
Anthericum ramosum,1965,173
Anthericum ramosum,1970,218
Anthericum ramosum,1975,163
Anthericum ramosum,1980,212
Anthericum ramosum,1985,247
Anthericum ramosum,1990,301
Anthericum ramosum,1995,256
Anthericum ramosum,2000,797
Anthericum ramosum,2005,425
Anthericum ramosum,2010,369
Anthericum ramosum,2015,64
Anthoxanthum odoratum agg.,1960,380
Anthoxanthum odoratum agg.,1965,508
Anthoxanthum odoratum agg.,1970,893
Anthoxanthum odoratum agg.,1975,785
Anthoxanthum odoratum agg.,1980,685
Anthoxanthum odoratum agg.,1985,819
Anthoxanthum odoratum agg.,1990,835
Anthoxanthum odoratum agg.,1995,1043
Anthoxanthum odoratum agg.,2000,2528
Anthoxanthum odoratum agg.,2005,1574
Anthoxanthum odoratum agg.,2010,1754
Anthoxanthum odoratum agg.,2015,278
Anthriscus caucalis,1960,9
Anthriscus caucalis,1965,6
Anthriscus caucalis,1970,14
Anthriscus caucalis,1975,19
Anthriscus caucalis,1980,18
Anthriscus caucalis,1985,9
Anthriscus caucalis,1990,37
Anthriscus caucalis,1995,40
Anthriscus caucalis,2000,33
Anthriscus caucalis,2005,32
Anthriscus caucalis,2010,73
Anthriscus caucalis,2015,56
Anthriscus cerefolium,1960,15
Anthriscus cerefolium,1965,12
Anthriscus cerefolium,1970,17
Anthriscus cerefolium,1975,15
Anthriscus cerefolium,1980,14
Anthriscus cerefolium,1985,14
Anthriscus cerefolium,1990,42
Anthriscus cerefolium,1995,35
Anthriscus cerefolium,2000,60
Anthriscus cerefolium,2005,39
Anthriscus cerefolium,2010,43
Anthriscus cerefolium,2015,63
Anthriscus nitidus,1960,9
Anthriscus nitidus,1965,88
Anthriscus nitidus,1970,119
Anthriscus nitidus,1975,78
Anthriscus nitidus,1980,116
Anthriscus nitidus,1985,80
Anthriscus nitidus,1990,119
Anthriscus nitidus,1995,131
Anthriscus nitidus,2000,224
Anthriscus nitidus,2005,134
Anthriscus nitidus,2010,118
Anthriscus nitidus,2015,25
Anthriscus sylvestris,1960,169
Anthriscus sylvestris,1965,442
Anthriscus sylvestris,1970,483
Anthriscus sylvestris,1975,693
Anthriscus sylvestris,1980,676
Anthriscus sylvestris,1985,733
Anthriscus sylvestris,1990,768
Anthriscus sylvestris,1995,997
Anthriscus sylvestris,2000,2866
Anthriscus sylvestris,2005,1678
Anthriscus sylvestris,2010,1669
Anthriscus sylvestris,2015,332
Anthyllis vulneraria,1960,60
Anthyllis vulneraria,1965,216
Anthyllis vulneraria,1970,287
Anthyllis vulneraria,1975,279
Anthyllis vulneraria,1980,301
Anthyllis vulneraria,1985,332
Anthyllis vulneraria,1990,343
Anthyllis vulneraria,1995,301
Anthyllis vulneraria,2000,752
Anthyllis vulneraria,2005,422
Anthyllis vulneraria,2010,362
Anthyllis vulneraria,2015,94
Antirrhinum majus,1960,1
Antirrhinum majus,1965,1
Antirrhinum majus,1975,1
Antirrhinum majus,1980,4
Antirrhinum majus,1985,2
Antirrhinum majus,1990,15
Antirrhinum majus,1995,15
Antirrhinum majus,2000,32
Antirrhinum majus,2005,7
Antirrhinum majus,2010,11
Antirrhinum majus,2015,13
Apera spica-venti,1960,40
Apera spica-venti,1965,77
Apera spica-venti,1970,208
Apera spica-venti,1975,264
Apera spica-venti,1980,293
Apera spica-venti,1985,310
Apera spica-venti,1990,188
Apera spica-venti,1995,247
Apera spica-venti,2000,773
Apera spica-venti,2005,570
Apera spica-venti,2010,624
Apera spica-venti,2015,184
Aphanes arvensis,1960,36
Aphanes arvensis,1965,85
Aphanes arvensis,1970,180
Aphanes arvensis,1975,168
Aphanes arvensis,1980,95
Aphanes arvensis,1985,120
Aphanes arvensis,1990,94
Aphanes arvensis,1995,118
Aphanes arvensis,2000,257
Aphanes arvensis,2005,203
Aphanes arvensis,2010,115
Aphanes arvensis,2015,203
Aphanes australis,1960,1
Aphanes australis,1970,4
Aphanes australis,1975,3
Aphanes australis,1985,1
Aphanes australis,1990,2
Aphanes australis,1995,4
Aphanes australis,2000,3
Aphanes australis,2005,4
Aphanes australis,2010,4
Aphanes australis,2015,8
Aquilegia vulgaris,1960,67
Aquilegia vulgaris,1965,114
Aquilegia vulgaris,1970,135
Aquilegia vulgaris,1975,167
Aquilegia vulgaris,1980,169
Aquilegia vulgaris,1985,168
Aquilegia vulgaris,1990,284
Aquilegia vulgaris,1995,220
Aquilegia vulgaris,2000,614
Aquilegia vulgaris,2005,311
Aquilegia vulgaris,2010,318
Aquilegia vulgaris,2015,85
Arabidopsis arenosa,1960,54
Arabidopsis arenosa,1965,73
Arabidopsis arenosa,1970,108
Arabidopsis arenosa,1975,121
Arabidopsis arenosa,1980,154
Arabidopsis arenosa,1985,107
Arabidopsis arenosa,1990,116
Arabidopsis arenosa,1995,127
Arabidopsis arenosa,2000,317
Arabidopsis arenosa,2005,199
Arabidopsis arenosa,2010,199
Arabidopsis arenosa,2015,129
Arabidopsis halleri,1960,17
Arabidopsis halleri,1965,89
Arabidopsis halleri,1970,67
Arabidopsis halleri,1975,107
Arabidopsis halleri,1980,137
Arabidopsis halleri,1985,125
Arabidopsis halleri,1990,102
Arabidopsis halleri,1995,145
Arabidopsis halleri,2000,277
Arabidopsis halleri,2005,154
Arabidopsis halleri,2010,213
Arabidopsis halleri,2015,37
Arabidopsis petraea,1960,3
Arabidopsis petraea,1965,6
Arabidopsis petraea,1970,6
Arabidopsis petraea,1975,3
Arabidopsis petraea,1980,1
Arabidopsis petraea,1985,3
Arabidopsis petraea,1990,5
Arabidopsis petraea,1995,5
Arabidopsis petraea,2000,44
Arabidopsis petraea,2005,21
Arabidopsis petraea,2010,20
Arabidopsis petraea,2015,3
Arabidopsis thaliana,1960,32
Arabidopsis thaliana,1965,92
Arabidopsis thaliana,1970,252
Arabidopsis thaliana,1975,216
Arabidopsis thaliana,1980,198
Arabidopsis thaliana,1985,259
Arabidopsis thaliana,1990,289
Arabidopsis thaliana,1995,270
Arabidopsis thaliana,2000,728
Arabidopsis thaliana,2005,521
Arabidopsis thaliana,2010,410
Arabidopsis thaliana,2015,493
Arabis auriculata,1960,5
Arabis auriculata,1965,9
Arabis auriculata,1970,7
Arabis auriculata,1975,14
Arabis auriculata,1980,6
Arabis auriculata,1985,9
Arabis auriculata,1990,29
Arabis auriculata,1995,19
Arabis auriculata,2000,23
Arabis auriculata,2005,17
Arabis auriculata,2010,24
Arabis auriculata,2015,4
Arabis glabra,1960,43
Arabis glabra,1965,102
Arabis glabra,1970,173
Arabis glabra,1975,267
Arabis glabra,1980,226
Arabis glabra,1985,245
Arabis glabra,1990,252
Arabis glabra,1995,145
Arabis glabra,2000,373
Arabis glabra,2005,322
Arabis glabra,2010,301
Arabis glabra,2015,221
Arabis hirsuta agg.,1960,27
Arabis hirsuta agg.,1965,61
Arabis hirsuta agg.,1970,113
Arabis hirsuta agg.,1975,121
Arabis hirsuta agg.,1980,121
Arabis hirsuta agg.,1985,120
Arabis hirsuta agg.,1990,209
Arabis hirsuta agg.,1995,138
Arabis hirsuta agg.,2000,266
Arabis hirsuta agg.,2005,244
Arabis hirsuta agg.,2010,127
Arabis hirsuta agg.,2015,42
Arabis pauciflora,1960,9
Arabis pauciflora,1965,11
Arabis pauciflora,1970,16
Arabis pauciflora,1975,22
Arabis pauciflora,1980,14
Arabis pauciflora,1985,15
Arabis pauciflora,1990,38
Arabis pauciflora,1995,23
Arabis pauciflora,2000,46
Arabis pauciflora,2005,16
Arabis pauciflora,2010,31
Arabis pauciflora,2015,7
Arabis turrita,1960,2
Arabis turrita,1965,7
Arabis turrita,1970,4
Arabis turrita,1975,3
Arabis turrita,1980,3
Arabis turrita,1985,2
Arabis turrita,1990,9
Arabis turrita,1995,4
Arabis turrita,2000,11
Arabis turrita,2005,4
Arabis turrita,2010,10
Arctium lappa,1960,86
Arctium lappa,1965,147
Arctium lappa,1970,169
Arctium lappa,1975,271
Arctium lappa,1980,277
Arctium lappa,1985,305
Arctium lappa,1990,269
Arctium lappa,1995,285
Arctium lappa,2000,704
Arctium lappa,2005,447
Arctium lappa,2010,409
Arctium lappa,2015,190
Arctium minus,1960,22
Arctium minus,1965,105
Arctium minus,1970,152
Arctium minus,1975,226
Arctium minus,1980,228
Arctium minus,1985,296
Arctium minus,1990,167
Arctium minus,1995,121
Arctium minus,2000,301
Arctium minus,2005,146
Arctium minus,2010,103
Arctium minus,2015,98
Arctium nemorosum,1960,28
Arctium nemorosum,1965,25
Arctium nemorosum,1970,29
Arctium nemorosum,1975,52
Arctium nemorosum,1980,42
Arctium nemorosum,1985,53
Arctium nemorosum,1990,71
Arctium nemorosum,1995,64
Arctium nemorosum,2000,148
Arctium nemorosum,2005,76
Arctium nemorosum,2010,63
Arctium nemorosum,2015,18
Arctium tomentosum,1960,49
Arctium tomentosum,1965,159
Arctium tomentosum,1970,221
Arctium tomentosum,1975,410
Arctium tomentosum,1980,385
Arctium tomentosum,1985,465
Arctium tomentosum,1990,325
Arctium tomentosum,1995,404
Arctium tomentosum,2000,1076
Arctium tomentosum,2005,744
Arctium tomentosum,2010,565
Arctium tomentosum,2015,290
Arctostaphylos uva-ursi,1960,10
Arctostaphylos uva-ursi,1965,3
Arctostaphylos uva-ursi,1970,8
Arctostaphylos uva-ursi,1975,7
Arctostaphylos uva-ursi,1980,7
Arctostaphylos uva-ursi,1990,4
Arctostaphylos uva-ursi,1995,5
Arctostaphylos uva-ursi,2000,17
Arctostaphylos uva-ursi,2005,12
Arctostaphylos uva-ursi,2010,9
Aremonia agrimonoides,1960,11
Aremonia agrimonoides,1965,7
Aremonia agrimonoides,1970,25
Aremonia agrimonoides,1975,8
Aremonia agrimonoides,1980,13
Aremonia agrimonoides,1985,13
Aremonia agrimonoides,1990,14
Aremonia agrimonoides,1995,29
Aremonia agrimonoides,2000,27
Aremonia agrimonoides,2005,23
Aremonia agrimonoides,2010,8
Aremonia agrimonoides,2015,2
Arenaria serpyllifolia agg.,1960,114
Arenaria serpyllifolia agg.,1965,209
Arenaria serpyllifolia agg.,1970,369
Arenaria serpyllifolia agg.,1975,427
Arenaria serpyllifolia agg.,1980,342
Arenaria serpyllifolia agg.,1985,312
Arenaria serpyllifolia agg.,1990,411
Arenaria serpyllifolia agg.,1995,397
Arenaria serpyllifolia agg.,2000,885
Arenaria serpyllifolia agg.,2005,762
Arenaria serpyllifolia agg.,2010,578
Arenaria serpyllifolia agg.,2015,479
Aristolochia clematitis,1960,28
Aristolochia clematitis,1965,32
Aristolochia clematitis,1970,31
Aristolochia clematitis,1975,43
Aristolochia clematitis,1980,56
Aristolochia clematitis,1985,59
Aristolochia clematitis,1990,92
Aristolochia clematitis,1995,64
Aristolochia clematitis,2000,101
Aristolochia clematitis,2005,46
Aristolochia clematitis,2010,98
Aristolochia clematitis,2015,41
Aristolochia macrophylla,1960,5
Aristolochia macrophylla,1965,1
Aristolochia macrophylla,1970,2
Aristolochia macrophylla,1975,3
Aristolochia macrophylla,1980,7
Aristolochia macrophylla,1985,4
Aristolochia macrophylla,1990,6
Aristolochia macrophylla,1995,2
Aristolochia macrophylla,2000,5
Aristolochia macrophylla,2005,1
Aristolochia macrophylla,2010,1
Aristolochia macrophylla,2015,1
Armeria elongata,1960,6
Armeria elongata,1965,38
Armeria elongata,1970,65
Armeria elongata,1975,40
Armeria elongata,1980,71
Armeria elongata,1985,95
Armeria elongata,1990,138
